emp_no,first_name,last_name,title,from_date,salary,rn
257322,Kotesh,Veldwijk,Staff,1996-10-17,40000,1
257340,Gina,Feldmann,Engineer,2001-05-17,40000,1
257350,Kaijung,Bardell,Engineer,1994-07-13,61884,1
257357,Lidong,Gomatam,Senior Engineer,1985-05-07,40000,1
257360,Honglan,Otillio,Senior Staff,1985-12-09,106124,1
257369,Prasadram,Nannarelli,Engineer,1992-07-07,54587,1
257376,Hyuncheol,Schwaller,Senior Staff,1986-10-22,53692,1
257395,Yishay,Navazio,Staff,1985-06-26,40000,1
257401,Steve,Scallan,Engineer,1991-10-05,40000,1
257407,Evgueni,Speer,Senior Staff,1996-09-01,49114,1
257409,Yuuichi,Sanella,Engineer,1992-10-25,41864,1
257416,Elvis,Jullig,Engineer,1999-08-03,61486,1
257432,Honglan,Birjandi,Engineer,1991-06-04,43163,1
257435,Bangqing,Krybus,Senior Staff,1988-07-22,46317,1
257436,Arlette,Dahlbom,Senior Staff,1996-04-07,86745,1
257437,Valery,Menyhert,Engineer,1998-07-16,40000,1
257441,Munehiko,Maccarone,Assistant Engineer,1985-10-07,47954,1
257455,Maris,Dratva,Senior Staff,1991-11-10,69277,1
257467,Jacqueline,Hofmeyr,Engineer,1987-05-30,64625,1
257485,JoAnne,Schade,Senior Staff,1985-08-16,74705,1
257498,Taiji,Bharadwaj,Staff,1989-05-30,71520,1
257501,Hilary,Bael,Staff,1997-10-08,56813,1
257505,Eran,Conta,Senior Staff,1990-07-28,66882,1
257511,Younwoo,Luck,Staff,1987-07-03,83214,1
257517,Salvador,Speckmann,Engineer,1988-11-04,40000,1
257526,Lalit,Ferretti,Engineer,1994-05-29,40000,1
257533,Suebskul,Brookner,Engineer,1990-12-12,40000,1
257537,Souichi,Segond,Engineer,1998-04-06,42323,1
257538,Marco,Bellmore,Senior Engineer,1997-03-01,40000,1
257565,Ymte,Heyers,Senior Engineer,1986-11-07,40106,1
257578,Ramachenga,Mersereau,Senior Engineer,1992-07-01,44674,1
257617,Hideyuki,Markovitch,Senior Engineer,1991-08-26,67926,1
257628,Luisa,Stille,Staff,1998-06-13,56560,1
257630,Jongsuk,Neiman,Senior Staff,1986-08-04,55060,1
257640,Reinhard,Klyachko,Engineer,1996-07-07,40000,1
257652,Naftaly,Kirkerud,Staff,1987-08-21,40000,1
257659,Danae,Kadhim,Senior Staff,1985-12-25,65660,1
257665,Keiichiro,Gide,Staff,1997-04-11,40000,1
257667,Alagu,Dechter,Staff,1986-02-15,40000,1
257671,Rayond,Buescher,Senior Staff,1986-07-18,40000,1
257677,Doowon,Bondorf,Senior Engineer,1990-01-21,51596,1
257685,Siamak,Szilard,Engineer,1985-03-15,40000,1
257699,Gad,Zykh,Engineer,1986-08-30,51894,1
257705,Takushi,Jumpertz,Senior Staff,1993-10-31,64269,1
257733,Adin,Toyoshima,Engineer,1993-01-05,57893,1
257740,Jaewon,Merkl,Senior Staff,1989-06-20,73959,1
257793,Mitsuyuki,Kalafatis,Assistant Engineer,1985-05-20,66402,1
257797,Yongmin,Gecsei,Senior Staff,1986-09-12,54456,1
257798,Alselm,Samarati,Senior Engineer,1989-10-04,40090,1
257802,Josyula,Vieri,Senior Engineer,1986-07-05,48837,1
257804,Peer,Conte,Senior Engineer,1992-10-24,41900,1
257817,Sanjay,Kaminger,Senior Engineer,1985-10-05,65777,1
257828,Kristin,Iisaka,Senior Staff,1985-03-23,40000,1
257845,Uriel,Stafford,Engineer,1986-05-18,50502,1
257860,Shahar,Gill,Senior Engineer,1985-07-28,48065,1
257863,Zhiwei,Niizuma,Engineer,1994-09-14,59610,1
257867,Masaki,Collette,Senior Staff,1986-11-15,47199,1
257876,Kiam,Isard,Senior Staff,1988-10-15,44891,1
257888,Zhensheng,Tiemann,Assistant Engineer,1986-10-04,41353,1
257907,Jacopo,Serdy,Senior Staff,1986-02-16,40000,1
257914,Garnet,Liedekerke,Senior Engineer,1988-09-26,45712,1
257915,Subir,Noriega,Senior Staff,1989-08-23,87774,1
257920,Marek,Fiebach,Staff,1988-05-26,73779,1
257934,Ziyad,Baja,Senior Engineer,1987-07-14,50390,1
257953,Kwangyoen,Alencar,Senior Staff,1993-07-19,76071,1
257957,Ugo,Pramanik,Senior Engineer,1985-06-15,40000,1
257971,Hugo,Nivat,Staff,1993-12-05,40000,1
257977,Marko,Goodrum,Senior Staff,1989-04-14,52849,1
257982,Saeed,Zaccaria,Engineer,1998-02-12,51082,1
257988,Phule,Usdin,Senior Engineer,1986-08-31,66819,1
257992,Kazuhito,Besancenot,Senior Staff,1985-05-10,46394,1
257993,Ronnie,Azulay,Engineer,1987-10-23,40000,1
258003,Abdelghani,Rubsam,Staff,1996-09-26,67536,1
258009,Renee,Flanders,Senior Engineer,1998-01-04,40000,1
258010,Boaz,Birch,Engineer,1985-02-18,44728,1
258041,Yuchang,Jeong,Engineer,1988-09-13,49890,1
258054,Divier,Barinka,Engineer,1988-01-13,40000,1
258061,Elvis,Kakkar,Engineer,1986-09-30,43918,1
258071,Herbert,Jording,Senior Engineer,1993-06-26,40000,1
258078,Hilary,Orlowski,Engineer,1988-02-18,88057,1
258084,Juichirou,Setia,Senior Staff,1991-12-11,54388,1
258096,Shirish,Mitchem,Senior Staff,1986-03-06,59914,1
258100,Pranas,Manderick,Engineer,1991-12-27,40000,1
258102,Uinam,Ibel,Engineer,1988-08-22,62600,1
258122,Mabhin,Mamelak,Engineer,1987-09-20,40000,1
258129,Doohun,Heping,Engineer,1986-05-16,40000,1
258132,Haldon,Speel,Staff,1996-02-17,49605,1
258140,Boutros,Georgakopoulos,Assistant Engineer,1986-07-15,58933,1
258153,Billie,Guting,Engineer,1985-04-21,40000,1
258157,Tetsushi,Frijda,Engineer,1997-11-09,57812,1
258159,Ute,Wynblatt,Engineer,1985-09-23,40000,1
258168,Junsik,Pews,Engineer,1986-10-13,43727,1
258176,Honesty,Hinsberger,Engineer,2001-02-06,42073,1
258187,Sanjay,Kitai,Engineer,1986-08-16,54328,1
258193,Shaz,Calkin,Senior Engineer,1986-06-07,40960,1
258196,Adit,Lorys,Senior Staff,1985-08-10,63249,1
258197,Saeko,Ranka,Senior Engineer,2000-08-31,56257,1
258198,Oguz,Heinisuo,Engineer,1988-07-26,53321,1
258203,Kazuhiro,Skogmar,Senior Engineer,1989-09-04,44527,1
258205,Gill,Matteis,Technique Leader,1987-05-19,40000,1
258214,Sandeepan,Picaronny,Senior Staff,1992-12-19,55026,1
258216,Alper,Candan,Engineer,1985-02-03,66138,1
258230,Mokhtar,Ranon,Engineer,1986-01-18,52832,1
258240,Sushant,Clouatre,Senior Staff,1986-07-11,79121,1
258256,Sahrah,Dayang,Engineer,1990-11-26,62652,1
258259,Xudong,Kuzuoka,Engineer,1988-07-14,40000,1
258271,Mads,Peck,Engineer,1986-07-29,62848,1
258273,JoAnna,Maksimenko,Senior Staff,1988-08-19,61681,1
258292,Bodo,Leivant,Senior Staff,1993-11-01,49669,1
258317,Martina,Ciolek,Staff,1995-08-19,46176,1
258318,Manibrata,Remmele,Engineer,1987-02-03,47253,1
258328,Peternela,Akiyama,Senior Staff,1991-04-15,40000,1
258357,Ranan,Danecki,Staff,1991-09-07,71913,1
258359,Saeed,Bresenham,Technique Leader,1986-05-15,66607,1
258371,Udi,Ciolek,Senior Staff,1986-06-24,82944,1
258375,Marlo,Demos,Senior Staff,1992-01-05,40000,1
258385,Tsz,Vesna,Senior Staff,1994-07-22,63714,1
258386,Oscar,Ozeki,Engineer,1991-06-13,62143,1
258397,Diederik,Khasidashvili,Senior Staff,1985-06-19,64101,1
258398,Sangeeta,Lieblein,Senior Staff,1986-04-19,40000,1
258399,Kendra,Journel,Engineer,1985-07-11,58089,1
258411,Mihalis,Tchuente,Technique Leader,1989-11-18,50337,1
258426,Rosalie,Klerer,Senior Staff,1994-02-07,40000,1
258436,Sanjai,McClure,Engineer,1997-09-29,40700,1
258451,Nahla,Menhardt,Senior Staff,1990-02-09,57052,1
258457,True,Gihr,Senior Staff,2000-12-10,80523,1
258473,Abdulah,Hellwagner,Engineer,1991-11-23,44989,1
258484,Arve,Minakawa,Senior Staff,1986-02-08,40000,1
258487,Vidya,Vingron,Senior Staff,1995-12-19,57800,1
258496,Serap,Zultner,Senior Staff,1991-08-15,52254,1
258500,Kristinn,Crabtree,Technique Leader,1987-08-13,56811,1
258501,Nadjib,Bach,Senior Staff,1986-06-25,45544,1
258507,Nechama,Miculan,Senior Staff,1987-10-25,75914,1
258514,Lech,Thimonier,Senior Engineer,1988-09-06,46694,1
258521,Felicidad,Pintelas,Staff,1988-11-03,93070,1
258548,Jouni,Bierman,Senior Engineer,1988-03-29,61244,1
258554,Yonghong,Kossowski,Technique Leader,1986-09-25,40000,1
258555,Uwe,Nyrup,Engineer,1995-10-25,57841,1
258557,Kazuhisa,Pollacia,Senior Engineer,1993-02-09,40000,1
258562,Sverrir,Schwabacher,Senior Staff,1990-10-17,67344,1
258568,Susumu,Masada,Engineer,1994-01-31,50486,1
258581,Fumitaka,Ariola,Senior Engineer,1989-10-10,46215,1
258587,Francoise,Emden,Engineer,1999-08-02,40000,1
258595,Sadun,Baumann,Senior Staff,1994-05-16,80161,1
258599,Xiaocheng,Veccia,Staff,1988-03-22,50933,1
258604,Tsutomu,Rosaz,Senior Staff,1993-06-30,55370,1
258609,Adit,Birge,Engineer,1985-09-27,40000,1
258621,Arne,Aloia,Engineer,1991-10-06,43619,1
258624,Dines,Swab,Senior Staff,1986-01-12,84313,1
258627,Maris,Cools,Senior Staff,1987-11-02,70007,1
258629,Filipe,Yeung,Technique Leader,1990-05-03,41485,1
258632,Fei,Slaats,Staff,1987-01-09,84957,1
258651,Oscar,Compeau,Technique Leader,1988-04-03,50171,1
258657,Denis,Choobineh,Engineer,1985-12-06,53853,1
258660,King,Zastre,Senior Engineer,1985-09-11,40000,1
258669,Zissis,Ghazalie,Assistant Engineer,1985-10-02,63384,1
258671,Weijing,Delgrossi,Senior Staff,1991-06-16,66571,1
258678,Uinam,Iisaka,Engineer,1992-03-01,53896,1
258680,Nakhoon,Kleiser,Technique Leader,1999-08-19,40278,1
258681,Weijing,Brobst,Technique Leader,1988-01-01,48742,1
258716,Shawna,Rabehasaina,Senior Staff,1987-08-28,74809,1
258739,Girolamo,Toyoshima,Engineer,1987-07-06,48194,1
258747,Shahaf,Candan,Senior Staff,1988-01-14,54958,1
258752,Adil,Jervis,Senior Staff,1987-09-25,50527,1
258763,Xiadong,Peak,Engineer,1990-10-13,66328,1
258786,Huiqun,Birsak,Engineer,1989-12-14,49751,1
258796,Badri,Hofstetter,Senior Staff,1986-08-25,89005,1
258800,Margareta,Shanbhogue,Engineer,1986-11-22,43292,1
258805,Masaru,Gulak,Engineer,1985-09-25,44039,1
258810,Ziva,Sabnani,Senior Staff,1986-09-12,56744,1
258822,Mizuhito,Pavlopoulou,Technique Leader,1993-06-23,40000,1
258827,Zhiguo,Pusterhofer,Senior Staff,1987-06-12,70429,1
258831,Adil,Perin,Senior Staff,1985-06-02,64905,1
258838,Zhensheng,Stanger,Senior Staff,1985-12-03,73682,1
258848,Tooru,Suermann,Engineer,1986-05-15,52858,1
258850,Werner,Heuter,Senior Staff,1986-11-07,56477,1
258861,Sigeru,Aamodt,Senior Engineer,1985-03-02,40000,1
258863,Elvia,Baig,Senior Staff,1995-02-25,40000,1
258865,Marlo,Dichev,Senior Engineer,1994-03-14,47178,1
258867,Boguslaw,Berendt,Senior Engineer,1987-05-30,40000,1
258869,Valeska,Billawala,Engineer,1988-11-02,40000,1
258878,Candido,Varker,Technique Leader,1995-08-01,40000,1
258901,King,Keirsey,Engineer,1985-05-15,40000,1
258907,Parke,Kumaresan,Engineer,1992-08-28,47471,1
258924,Heekeun,Stiles,Engineer,1986-11-14,49342,1
258927,Fumiya,Kragelund,Senior Staff,1988-09-15,62580,1
258933,Danae,Karlin,Engineer,1988-01-27,52517,1
258935,Moriyoshi,Harllee,Engineer,1994-04-26,40000,1
258938,Tse,Bugaenko,Engineer,1985-07-12,42332,1
258944,Froduald,Hatcliff,Assistant Engineer,1987-08-09,47424,1
258955,Serenella,Pollock,Staff,1996-04-13,107773,1
258963,Clyde,Riexinger,Senior Staff,1990-11-04,54239,1
258968,Gil,Pokrovskii,Senior Staff,1987-08-07,74591,1
258969,Jungsoon,Brandsma,Senior Engineer,1985-04-09,40000,1
258973,Dulce,Zultner,Engineer,1994-04-17,44848,1
258974,Jinpo,Pusterhofer,Senior Engineer,1997-03-30,65771,1
258981,Guther,Swist,Assistant Engineer,1986-08-11,56107,1
258992,Izaskun,Marakhovsky,Senior Staff,1986-03-11,57583,1
258996,Halsur,Boudaillier,Senior Staff,1989-08-25,40455,1
259002,Karlis,Cummings,Senior Staff,1985-11-29,74366,1
259006,Sreekrishna,Neimat,Senior Engineer,1992-01-21,63177,1
259019,Paris,Bahl,Engineer,1988-05-08,51283,1
259021,Maris,Redmiles,Senior Staff,1985-03-25,67287,1
259041,Christoper,Feldhoffer,Engineer,1986-02-14,53688,1
259047,Subhada,Wilharm,Engineer,1996-02-14,55972,1
259052,Mads,Comellas,Senior Staff,1986-10-27,40000,1
259060,Chaoyi,Kornatzky,Senior Staff,1987-12-13,54098,1
259062,Tetsurou,Scharstein,Engineer,1996-11-29,40000,1
259069,Shirish,Rodite,Engineer,1986-02-01,67463,1
259075,Freyja,Herbst,Engineer,1996-02-12,52704,1
259085,Douadi,Puppe,Senior Staff,1987-07-08,74433,1
259096,Yonghoan,Pavlopoulou,Engineer,1988-11-01,40000,1
259102,Jiong,Nitta,Engineer,1987-01-29,40000,1
259103,Shir,Valiente,Senior Staff,1997-10-02,76783,1
259104,Masali,Ponthieu,Staff,1985-05-18,60446,1
259111,Christfried,Hennebert,Engineer,1987-03-06,40000,1
259116,Eckart,Lunt,Senior Staff,2001-11-07,86835,1
259120,Khalid,Matzke,Senior Staff,1987-07-30,40000,1
259126,Dines,Encarnacion,Staff,1992-01-01,70329,1
259134,Elgin,Raney,Senior Staff,2000-12-25,52107,1
259140,Anyuan,Samarati,Senior Staff,1985-12-09,81137,1
259150,Kiyomitsu,Majewski,Senior Staff,1985-09-08,59525,1
259160,Marsha,Badr,Staff,1987-07-30,62239,1
259166,Masadi,Krone,Engineer,1988-05-19,54130,1
259179,Petter,Ramaiah,Engineer,1991-02-23,72585,1
259182,Kellyn,Ozeki,Senior Engineer,1987-10-13,52888,1
259194,Sandeepan,Merli,Senior Staff,1997-09-11,98624,1
259202,Bodh,Moehrke,Senior Engineer,1999-11-06,40000,1
259223,Apostol,Vakili,Senior Engineer,1986-08-26,96916,1
259225,Toshimo,Stifter,Technique Leader,1988-05-01,67761,1
259241,Becky,Setiz,Senior Staff,1991-06-04,43883,1
259248,Chuanyi,Hertweck,Engineer,1986-12-17,40000,1
259259,Douadi,Gist,Senior Staff,1990-06-08,54161,1
259260,Morris,Pfau,Senior Staff,1992-04-21,49169,1
259277,Sarita,Jansch,Engineer,1999-01-01,40000,1
259285,Odoardo,Khasidashvili,Engineer,1998-02-25,40000,1
259311,Menkae,Hofstetter,Senior Staff,1987-10-26,58203,1
259313,Masadi,Aingworth,Staff,1999-06-30,66604,1
259326,Sachar,Perly,Senior Staff,1998-05-05,79309,1
259342,Serenella,Seghrouchni,Senior Engineer,1998-06-10,67665,1
259350,Poorav,Janetzko,Senior Staff,1987-12-07,40000,1
259382,Gurbir,Ushiama,Senior Engineer,1985-05-20,40000,1
259387,Vivian,Selenyi,Senior Engineer,1993-06-04,40000,1
259391,Gadiel,Fiebach,Senior Engineer,1985-10-13,40000,1
259392,Mary,Jansen,Senior Engineer,1999-09-25,54087,1
259402,Uriel,Seuren,Senior Staff,1989-03-03,50665,1
259405,Yurij,Brookner,Engineer,1985-08-11,40000,1
259410,Yechezkel,Waleschkowski,Engineer,1987-06-03,48951,1
259411,Faiza,Perry,Senior Staff,1987-01-22,40000,1
259414,Lena,Daescu,Senior Staff,1988-08-05,74905,1
259424,Barun,Dayana,Senior Staff,1988-10-21,58489,1
259427,Khedija,Lores,Engineer,2001-05-03,40000,1
259428,Dinkar,Passino,Engineer,1987-02-14,40000,1
259430,Yechiam,Kobara,Engineer,1993-08-01,42235,1
259431,Mitchel,Gluchowski,Engineer,1994-02-23,40000,1
259437,Yucel,Babb,Senior Engineer,1986-02-10,62660,1
259440,Subir,Shumilov,Senior Engineer,1993-03-25,68883,1
259443,Yongmin,Ramsay,Staff,1996-05-14,54838,1
259452,Juichirou,Gadepally,Senior Staff,1994-09-06,43287,1
259457,Alper,Garnier,Assistant Engineer,1986-07-21,62540,1
259466,Genki,Aseltine,Senior Staff,1995-08-02,67787,1
259467,Marit,Majewski,Senior Staff,1994-01-15,65770,1
259469,Kristinn,Isard,Senior Engineer,1987-01-13,44612,1
259470,Karlis,Lakshmanan,Engineer,1999-07-08,61696,1
259479,Vasilii,Zobel,Senior Engineer,1996-03-15,64929,1
259501,Udi,Zultner,Engineer,1986-01-08,40000,1
259505,Mrinalini,Ozeri,Engineer,1999-12-05,51838,1
259512,Jinxi,Arlazarov,Engineer,1989-06-09,47837,1
259517,Tremaine,Miyakawa,Senior Engineer,1990-05-29,40000,1
259519,Jongsuk,Sambasivam,Engineer,1987-05-06,46753,1
259536,Siamak,Verhoeff,Engineer,2000-01-17,50216,1
259541,Jaber,Alblas,Senior Staff,1991-11-10,57690,1
259542,Heekeun,Quaggetto,Senior Staff,1987-04-05,58670,1
259551,Arup,Coorg,Senior Engineer,1992-03-16,40000,1
259553,Danai,Krychniak,Staff,1998-07-08,41057,1
259565,Shirish,Osgood,Engineer,1992-02-12,65510,1
259583,Kiyomitsu,Swan,Senior Staff,1995-07-06,40000,1
259609,Kristian,Prochazka,Senior Staff,1985-03-30,96362,1
259613,Ulf,Vesel,Assistant Engineer,1987-06-26,65554,1
259629,Sergi,Yemenis,Senior Staff,1988-01-05,40000,1
259654,Pranay,Dehkordi,Senior Engineer,1996-11-17,40000,1
259660,Kristinn,Melter,Senior Staff,1986-07-17,73666,1
259663,Masaki,Casley,Engineer,1986-05-07,42397,1
259679,Jiong,Ishibashi,Engineer,1988-11-17,45190,1
259682,Zine,Shobatake,Senior Staff,1992-08-21,40000,1
259700,Ronghao,Hebert,Staff,1998-03-27,44806,1
259707,Rosella,Perin,Engineer,1993-05-11,67866,1
259716,Remzi,Kolinko,Senior Staff,1986-08-20,80443,1
259722,Candida,Vendrig,Senior Engineer,1986-09-19,51612,1
259726,Houman,Cyne,Engineer,1997-04-15,40000,1
259731,Masaki,Flasterstein,Senior Staff,1992-02-17,59190,1
259734,Reinhold,Gils,Staff,1999-11-08,69301,1
259771,Youssef,Chaudhuri,Technique Leader,1985-06-19,40000,1
259777,Siamak,Godskesen,Technique Leader,1988-06-05,50401,1
259783,Genevieve,Luby,Staff,1999-10-17,40000,1
259787,Yonghong,Giveon,Assistant Engineer,1985-12-02,70865,1
259793,Yefim,Birke,Senior Staff,1985-03-07,40000,1
259803,Kensyu,Zielinski,Senior Staff,1989-01-28,92954,1
259825,Utpal,Soicher,Senior Staff,1988-07-04,47159,1
259841,Pascal,Beausoleil,Engineer,1993-06-06,40000,1
259846,Muneo,Parfitt,Staff,1998-06-13,40000,1
259849,Odoardo,Prampolini,Staff,1985-07-15,72036,1
259856,Yuriy,Camurati,Senior Engineer,1994-06-24,40000,1
259859,Miomir,Hooghiemstra,Staff,1997-05-24,46234,1
259860,Falguni,Polajnar,Senior Staff,1989-02-23,40537,1
259863,Jovan,Siegrist,Staff,1985-12-24,81484,1
259880,Shuji,Bolsens,Senior Engineer,1986-10-12,50097,1
259898,Lakshmi,Angel,Engineer,1999-02-03,55327,1
259900,Taiji,Sanella,Senior Staff,1992-02-16,83605,1
259916,Tzu,Demri,Engineer,1988-06-24,40000,1
259917,Isaac,Marletta,Engineer,1987-09-16,55899,1
259922,Terresa,Kitsuregawa,Engineer,1998-08-09,40000,1
259942,Arra,Linnainmaa,Engineer,1986-11-06,49030,1
259947,Kasidit,Yoshimura,Engineer,1998-09-30,40000,1
259949,Marc,Veeraraghavan,Engineer,1992-12-03,51819,1
259951,Shir,Beerel,Engineer,1987-01-02,41919,1
259958,Vatsa,DeMori,Engineer,2001-09-15,57818,1
259960,Danae,Thambidurai,Engineer,1993-12-17,67120,1
259989,Magdalena,Nitsche,Engineer,1985-09-11,50316,1
260000,Sudhanshu,Kalefeld,Engineer,1985-05-31,40005,1
260007,Ute,McAffer,Engineer,1997-09-07,48537,1
260011,Rosalie,Falck,Senior Staff,1986-07-11,50467,1
260017,Berto,Swist,Engineer,1997-12-10,55690,1
260029,Charmane,Keirsey,Senior Staff,1994-06-01,40000,1
260035,Radhakrishnan,Morrey,Senior Staff,1990-08-13,40000,1
260037,Naraig,Prochazka,Engineer,1988-09-27,40000,1
260044,Josyula,Oaver,Engineer,1987-12-01,56293,1
260046,Wonhee,Orlowski,Senior Engineer,1997-12-20,40000,1
260077,Vishwani,Wallrath,Staff,1996-03-16,40000,1
260080,Gregory,Marzano,Senior Staff,1988-02-25,40000,1
260082,Gina,Swan,Senior Staff,1997-12-07,62814,1
260092,Aruna,Detkin,Senior Engineer,1995-12-22,50094,1
260101,Dhritiman,Ghazalie,Staff,1988-07-28,65936,1
260117,Margo,Raczkowsky,Senior Engineer,1996-09-16,40000,1
260126,Spyrose,Worfolk,Engineer,1987-07-24,40000,1
260128,Willard,Yoshimura,Staff,1988-09-11,71758,1
260144,Fun,Baja,Senior Staff,1989-07-06,43141,1
260145,Lihong,Rajcani,Staff,1989-03-09,64012,1
260148,Yaghout,Eterovic,Staff,1995-12-31,61442,1
260169,Lokesh,Codenie,Technique Leader,2001-12-14,44695,1
260181,Evgueni,Shanbhogue,Senior Engineer,1986-09-15,40000,1
260189,Stabislas,Salvesen,Engineer,1998-03-28,50493,1
260193,Maya,Rassart,Engineer,1986-01-07,49149,1
260206,Pranjal,Waterhouse,Engineer,1986-08-25,40000,1
260222,Berry,Preusig,Staff,1987-01-20,40000,1
260246,Alagu,Birta,Staff,1995-11-04,40000,1
260273,Lillian,McAlpine,Technique Leader,1988-03-07,40000,1
260281,Hidefumi,Lodder,Senior Staff,1985-04-30,49792,1
260296,Heng,Denti,Senior Staff,1992-04-21,54751,1
260302,Munir,Velasco,Engineer,1986-01-06,61964,1
260305,Jiong,Gill,Senior Engineer,1987-02-06,40000,1
260322,Arlette,Lamparter,Senior Engineer,1987-11-08,40969,1
260325,Zorica,Lamma,Senior Staff,1994-10-18,68748,1
260331,Niteen,Matteis,Senior Staff,1985-02-05,67381,1
260342,Leaf,Peroz,Staff,1997-11-02,51495,1
260344,Sugwoo,Marchesini,Senior Engineer,1994-11-25,40000,1
260348,Stafford,Pettit,Engineer,1995-02-28,54648,1
260352,Ayonca,Kilgore,Senior Engineer,1998-08-27,40000,1
260359,Kensyu,Furudate,Senior Engineer,1992-03-18,40000,1
260378,Taisook,Basagni,Senior Engineer,1986-08-13,65279,1
260380,Utpal,Tagansky,Engineer,1999-05-08,40000,1
260393,Jongsuk,Matheson,Engineer,1985-05-17,79535,1
260414,Stamatina,Jullig,Technique Leader,1996-11-16,45983,1
260415,Lobel,Broder,Engineer,1985-06-30,40000,1
260417,Wuxu,Trachtenberg,Engineer,1987-05-07,58196,1
260418,Alejandro,Pezzoli,Engineer,1987-05-13,40000,1
260420,Yurii,Senzako,Staff,1997-11-04,61592,1
260423,Debaprosad,Papadias,Engineer,1987-09-26,40000,1
260427,Munehiro,Jervis,Assistant Engineer,1985-10-20,40000,1
260441,Ennio,Gruenwald,Engineer,1999-05-01,40000,1
260456,Shounak,Luck,Staff,1987-04-28,40000,1
260502,Danco,Jeong,Senior Staff,1985-05-20,56554,1
260507,Foong,Lueh,Staff,2000-04-12,40000,1
260516,Hidekazu,Byoun,Engineer,1985-10-13,66474,1
260521,Dekang,Marrevee,Senior Staff,1986-11-26,40000,1
260522,Kasturi,Baez,Senior Engineer,1988-12-01,66080,1
260527,Katsuyuki,Lindqvist,Technique Leader,1990-10-02,50086,1
260529,Nechama,Hofstetter,Assistant Engineer,1987-11-09,40000,1
260541,Ute,Scharstein,Senior Staff,1994-06-05,75064,1
260546,Behnaam,Haldar,Technique Leader,1986-03-15,40000,1
260550,Ebru,Birjandi,Engineer,1988-01-06,40000,1
260551,Alper,Murtha,Assistant Engineer,1988-04-04,40000,1
260573,Abdulla,Lamparter,Senior Staff,1996-05-20,58846,1
260575,Kokou,Ushiama,Engineer,1986-04-11,40000,1
260588,Shuichi,Speel,Engineer,1986-04-12,55406,1
260603,Spyrose,Falster,Staff,1985-12-12,60696,1
260612,Roded,Conte,Staff,1998-09-10,79824,1
260626,Piyawadee,Eppinger,Staff,1998-08-12,59906,1
260634,Beshir,Angelov,Senior Staff,1988-02-09,67532,1
260638,Richara,Cronan,Technique Leader,1994-09-22,46203,1
260642,Xianlong,Kemmerer,Senior Staff,1986-07-06,40000,1
260644,Moty,Bennet,Senior Staff,1998-04-26,40000,1
260667,Akemi,Weedon,Engineer,1992-05-27,54938,1
260669,Nitsan,Sinicrope,Engineer,1985-05-10,40000,1
260670,Divine,Acton,Engineer,1998-01-18,40717,1
260690,Kristin,Tibblin,Engineer,1988-12-22,50759,1
260693,Oksana,Mungall,Engineer,1988-10-12,71136,1
260697,Nagui,Renear,Engineer,1994-07-30,61967,1
260700,Eishiro,Taubenfeld,Senior Staff,1996-07-20,96900,1
260727,Nalini,Billawala,Senior Staff,1985-02-23,92951,1
260742,Domenico,Schmiedel,Senior Staff,1987-11-30,40000,1
260756,Jahangir,Swick,Engineer,1986-06-23,57953,1
260764,Honesty,Kalefeld,Assistant Engineer,1992-05-25,40000,1
260779,Stepehn,Rando,Staff,1994-08-18,48699,1
260781,Bangqing,Walstra,Senior Engineer,1996-08-24,42417,1
260783,Danny,Emmerich,Technique Leader,1986-10-09,44669,1
260790,Niteen,Perfilyeva,Engineer,1995-03-19,40000,1
260797,Dines,Kragelund,Engineer,1995-06-28,40000,1
260834,Khoa,Tomescu,Technique Leader,1996-01-23,50743,1
260850,Goa,Serra,Senior Engineer,1986-08-29,40188,1
260864,Aram,Asser,Senior Staff,1987-12-19,72714,1
260865,Giao,Zallocco,Engineer,1986-11-19,48791,1
260889,Mona,Streng,Senior Engineer,1990-04-28,45696,1
